Sample_ID,Sample_Type,Type,Raw_Yield(G),Raw_Reads_Num(M),Raw_Q30,Raw_Q20,Raw_GC,Clean_Yield(G),Clean_Reads_Num(M),Clean_Q30,Clean_Q20,Clean_GC,Effective,Insert_Size_Peak(bp),V_primer_percent,J_primer_percent,merge_rate,clone_reads_ratio
HPLXTCR03392,gdna,Healthy,3.07,20.43,93.73,97.66,55.33,2.43,20.34,95.47,98.57,55.83,79.24,114,93.79,96.85,0.94,0.826
HPLXTCR03391,gdna,Healthy,4.49,29.93,92.93,97.14,54.96,3.19,29.81,96.12,98.8,55.83,71.02,102,94.62,97.11,0.97,0.846
HPLXTCR03390,gdna,Healthy,4.06,27.1,93.84,97.72,55.31,3.18,26.97,95.65,98.64,55.83,78.27,101,93.92,96.85,0.96,0.832
HPLXTCR03389,gdna,Healthy,5.2,34.65,93.52,97.54,55.64,4.01,34.49,95.62,98.63,56.17,77.23,126,93.67,96.68,0.96,0.824
HPLXTCR03359,gdna,Healthy,12.33,82.21,93.51,97.37,54.6,9.55,81.72,95.81,98.67,55.37,77.44,104,95.46,96.29,0.97,0.83
HPLXTCR03352,gdna,Healthy,8.06,53.74,94.0,97.71,55.09,6.47,53.47,95.63,98.61,55.85,80.23,106,95.58,97.41,0.96,0.845
HPLXTCR03351,gdna,Healthy,10.43,69.53,94.0,97.69,54.93,8.2,69.2,95.8,98.67,55.82,78.62,104,95.55,97.49,0.97,0.847
HPLXTCR03350,gdna,Healthy,13.35,88.98,93.98,97.66,54.7,10.23,88.57,96.1,98.8,55.61,76.64,104,95.52,97.51,0.99,0.851
HPLXTCR03313,gdna,Healthy,3.18,21.19,91.97,96.42,54.17,2.36,21.07,94.63,98.13,55.32,74.36,104,95.65,97.47,0.99,0.854
HPLXTCR03312,gdna,Healthy,4.12,27.44,93.31,97.45,54.73,3.2,27.29,94.81,98.23,55.65,77.62,104,95.5,97.39,0.98,0.852
HPLXTCR03311,gdna,Healthy,5.59,37.24,93.26,97.42,54.63,4.33,37.04,94.95,98.3,55.46,77.53,104,95.6,97.44,0.98,0.854
HPLXTCR03310,gdna,Healthy,5.14,34.25,93.35,97.48,54.81,3.99,34.05,94.84,98.25,55.71,77.64,104,95.61,97.42,0.97,0.854
HPLXTCR03309,gdna,Healthy,5.97,39.83,93.29,97.45,54.77,4.62,39.63,94.92,98.29,55.64,77.3,104,95.52,97.43,0.98,0.855
HPLXTCR03308,gdna,Healthy,5.04,33.61,93.27,97.44,54.83,3.95,33.41,94.78,98.22,55.7,78.45,104,95.49,97.38,0.97,0.853
HPLXTCR03307,gdna,Healthy,5.11,34.04,93.34,97.44,54.55,3.94,33.82,94.78,98.21,55.45,77.14,104,95.61,97.49,0.98,0.853
HPLXTCR03306,gdna,Healthy,6.2,41.33,93.45,97.53,54.83,4.84,41.09,94.9,98.28,55.67,78.12,104,95.57,97.47,0.97,0.853
HPLXTCR03305,gdna,Healthy,5.06,33.76,93.29,97.43,54.74,3.95,33.56,94.81,98.22,55.58,77.92,104,95.6,97.45,0.97,0.854
HPLXTCR03304,gdna,Healthy,4.77,31.82,93.43,97.53,54.89,3.8,31.65,94.76,98.22,55.66,79.57,108,95.61,97.48,0.96,0.852
HPLXTCR03303,gdna,Healthy,5.83,38.86,93.26,97.43,54.66,4.47,38.66,94.91,98.28,55.64,76.68,104,95.58,97.39,0.97,0.854
HPLXTCR03302,gdna,Healthy,4.34,28.94,93.39,97.53,54.69,3.37,28.8,94.94,98.32,55.56,77.75,103,95.63,97.46,0.97,0.854
HPLXTCR03301,gdna,Healthy,5.41,36.04,93.38,97.5,54.82,4.26,35.84,94.77,98.22,55.69,78.76,104,95.55,97.4,0.97,0.853
HPLXTCR03300,gdna,Healthy,6.17,41.16,93.49,97.56,54.74,4.88,40.95,94.87,98.27,55.55,78.96,104,95.51,97.42,0.97,0.85
HPLXTCR03299,gdna,Healthy,5.76,38.43,93.32,97.48,54.6,4.49,38.22,94.82,98.24,55.49,77.95,104,95.57,97.49,0.98,0.853
HPLXTCR03298,gdna,Healthy,5.83,38.88,92.93,97.19,54.72,4.51,38.68,95.05,98.35,55.57,77.26,104,95.59,97.52,0.98,0.854
HPLXTCR03297,gdna,Healthy,4.63,30.87,93.42,97.54,54.77,3.68,30.72,94.77,98.23,55.59,79.45,105,95.58,97.47,0.96,0.85
HPLXTCR03296,gdna,Healthy,4.34,28.9,93.42,97.53,54.72,3.41,28.74,94.93,98.3,55.55,78.6,106,95.59,97.49,0.97,0.85
HPLXTCR03295,gdna,Healthy,6.1,40.68,93.44,97.53,54.72,4.7,40.47,95.19,98.41,55.57,77.09,104,95.54,97.53,0.99,0.854
HPLXTCR03294,gdna,Healthy,6.19,41.28,93.55,97.6,54.67,4.84,41.07,95.05,98.35,55.49,78.19,104,95.59,97.51,0.98,0.852
HPLXTCR03293,gdna,Healthy,4.33,28.9,93.42,97.54,54.82,3.4,28.76,94.99,98.34,55.62,78.48,104,95.62,97.46,0.97,0.851
HPLXTCR03292,gdna,Healthy,4.61,30.71,93.38,97.52,54.79,3.61,30.54,94.9,98.29,55.61,78.42,108,95.53,97.42,0.97,0.853
HPLXTCR03291,gdna,Healthy,5.67,37.82,93.49,97.55,54.74,4.44,37.6,94.93,98.29,55.59,78.23,108,95.56,97.45,0.97,0.852
HPLXTCR03290,gdna,Healthy,5.67,37.78,93.66,97.66,54.91,4.47,37.59,95.12,98.38,55.7,78.9,108,95.54,97.48,0.97,0.852
HPLXTCR03289,gdna,Healthy,5.45,36.34,93.46,97.55,54.97,4.34,36.13,94.92,98.3,55.77,79.56,100,95.59,97.36,0.96,0.849
HPLXTCR03314,gdna,Healthy,3.87,25.82,91.86,96.44,54.66,3.03,25.67,94.44,98.08,55.58,78.15,104,95.57,97.42,0.97,0.851
HPLXTCR03315,gdna,Healthy,4.76,31.75,92.39,96.82,54.66,3.76,31.56,94.29,98.01,55.62,78.96,104,95.55,97.47,0.96,0.85
HPLXTCR03316,gdna,Healthy,5.42,36.13,92.33,96.75,54.75,4.21,35.9,94.4,98.05,55.75,77.76,107,95.56,97.46,0.97,0.854
HPLXTCR03330,gdna,Healthy,4.13,27.56,92.71,97.09,54.97,3.26,27.42,94.72,98.19,55.79,78.93,144,95.53,97.37,0.96,0.851
HPLXTCR03349,gdna,Healthy,9.68,64.55,93.91,97.64,54.8,7.67,64.21,95.66,98.61,55.6,79.19,104,95.51,97.34,0.97,0.846
HPLXTCR03348,gdna,Healthy,9.73,64.85,93.98,97.71,55.0,7.84,64.53,95.61,98.61,55.74,80.61,122,95.49,97.33,0.97,0.84
HPLXTCR03347,gdna,Healthy,11.08,73.85,94.0,97.7,54.87,8.75,73.51,95.76,98.66,55.73,79.0,104,95.53,97.44,0.97,0.847
HPLXTCR03346,gdna,Healthy,11.57,77.15,93.6,97.43,54.93,9.18,76.76,95.8,98.69,55.67,79.3,104,95.52,97.41,0.97,0.847
HPLXTCR03345,gdna,Healthy,7.18,47.85,94.08,97.73,54.86,5.73,47.61,95.76,98.66,55.65,79.87,111,95.72,97.53,0.97,0.848
HPLXTCR03336,gdna,Healthy,3.94,26.3,93.14,97.36,55.0,3.1,26.16,94.66,98.16,55.85,78.52,104,95.64,97.41,0.97,0.853
HPLXTCR03335,gdna,Healthy,4.6,30.68,93.07,97.32,54.77,3.58,30.51,94.68,98.16,55.71,77.73,104,95.53,97.43,0.97,0.853
HPLXTCR03334,gdna,Healthy,5.33,35.54,93.12,97.37,54.64,4.11,35.35,94.84,98.25,55.53,77.11,110,95.67,97.52,0.98,0.854
HPLXTCR03333,gdna,Healthy,4.88,32.53,93.12,97.35,54.7,3.78,32.36,94.7,98.15,55.59,77.41,104,95.49,97.41,0.98,0.852
HPLXTCR03332,gdna,Healthy,5.18,34.55,93.15,97.36,54.77,4.02,34.36,94.78,98.2,55.63,77.65,102,95.5,97.38,0.97,0.85
HPLXTCR03331,gdna,Healthy,4.89,32.6,93.04,97.32,54.74,3.84,32.42,94.59,98.12,55.6,78.64,113,95.61,97.45,0.96,0.851
HPLXTCR03329,gdna,Healthy,4.39,29.28,93.21,97.41,54.72,3.48,29.12,94.66,98.16,55.53,79.16,111,95.64,97.4,0.97,0.849
HPLXTCR03317,gdna,Healthy,4.55,30.35,92.49,96.84,54.73,3.56,30.19,94.44,98.06,55.74,78.29,104,95.56,97.45,0.97,0.85
HPLXTCR03328,gdna,Healthy,4.47,29.78,92.24,96.71,54.71,3.5,29.61,94.24,97.98,55.7,78.4,104,95.5,97.35,0.97,0.852
HPLXTCR03327,gdna,Healthy,6.06,40.42,92.14,96.6,54.58,4.69,40.19,94.49,98.09,55.57,77.31,104,95.59,97.43,0.97,0.854
HPLXTCR03326,gdna,Healthy,4.86,32.43,92.31,96.72,54.59,3.76,32.25,94.46,98.07,55.61,77.37,104,95.49,97.4,0.98,0.851
HPLXTCR03325,gdna,Healthy,4.38,29.17,92.14,96.68,54.88,3.46,29.0,94.21,97.99,55.81,79.05,104,95.56,97.29,0.96,0.849
HPLXTCR03324,gdna,Healthy,4.14,27.6,92.28,96.76,54.9,3.27,27.44,94.23,97.99,55.89,78.93,141,95.49,97.31,0.97,0.851
HPLXTCR03323,gdna,Healthy,4.86,32.43,92.35,96.79,54.35,3.87,32.22,94.1,97.93,55.19,79.62,104,95.49,97.33,0.97,0.852
HPLXTCR03322,gdna,Healthy,5.1,34.02,92.38,96.78,54.84,4.02,33.83,94.39,98.05,55.8,78.78,111,95.58,97.29,0.97,0.852
HPLXTCR03321,gdna,Healthy,5.73,38.2,92.29,96.74,54.71,4.51,37.98,94.32,98.01,55.64,78.74,100,95.57,97.26,0.96,0.85
HPLXTCR03320,gdna,Healthy,5.24,34.95,92.43,96.81,54.61,4.1,34.76,94.43,98.07,55.52,78.23,104,95.54,97.38,0.97,0.849
HPLXTCR03319,gdna,Healthy,5.92,39.46,92.3,96.71,54.46,4.57,39.25,94.47,98.08,55.5,77.27,104,95.69,97.48,0.97,0.856
HPLXTCR03318,gdna,Healthy,3.84,25.61,90.64,95.41,53.81,2.62,25.45,94.91,98.25,55.25,68.26,104,95.36,97.42,0.99,0.853
HPLXTCR03164,gdna,Healthy,5.18,34.52,92.47,96.9,54.79,4.02,34.2,94.49,98.11,55.53,77.65,104,95.46,94.84,0.97,0.832
HPLXTCR03163,gdna,Healthy,5.74,38.29,92.16,96.69,55.16,4.49,37.82,93.98,97.81,55.91,78.16,110,95.47,94.7,0.96,0.83
HPLXTCR03162,gdna,Healthy,5.46,36.42,92.48,96.92,55.26,4.29,36.09,94.36,98.06,56.04,78.6,110,95.48,94.65,0.96,0.834
HPLXTCR02921,gdna,Healthy,7.91,52.76,92.65,97.05,54.72,6.11,52.35,94.47,98.06,55.55,77.2,106,95.22,94.92,0.98,0.832
HPLXTCR02919,gdna,Healthy,5.53,36.84,92.77,97.14,55.29,4.56,36.54,94.2,97.96,56.04,82.59,139,95.36,94.86,0.95,0.826
HPLXTCR02918,gdna,Healthy,5.8,38.69,92.69,97.14,55.16,4.84,38.37,94.04,97.91,55.77,83.45,117,94.77,94.84,0.95,0.821
HPLXTCR02917,gdna,Healthy,5.34,35.63,92.44,96.98,55.68,4.31,35.32,93.98,97.87,56.58,80.65,109,95.05,94.86,0.95,0.812
HPLXTCR02916,gdna,Healthy,4.85,32.35,92.36,96.94,54.96,3.98,32.07,93.76,97.76,55.57,82.1,116,94.99,94.73,0.94,0.817
HPLXTCR02915,gdna,Healthy,7.6,50.64,92.53,97.01,54.84,6.03,50.23,94.16,97.93,55.64,79.39,106,95.23,94.91,0.97,0.825
HPLXTCR02914,gdna,Healthy,5.48,36.55,92.53,97.0,55.29,4.56,36.27,94.17,97.97,55.91,83.22,158,95.0,94.75,0.94,0.82
HPLXTCR02913,gdna,Healthy,5.55,37.03,92.75,97.15,54.96,4.64,36.72,94.02,97.89,55.54,83.49,106,95.23,95.04,0.94,0.824
HPLXTCR02912,gdna,Healthy,6.79,45.26,92.86,97.23,54.92,5.64,44.93,94.19,97.99,55.56,83.11,243,95.27,94.71,0.95,0.827
HPLXTCR02911,gdna,Healthy,6.13,40.85,92.71,97.13,54.94,5.0,40.52,94.3,98.04,55.56,81.53,112,95.08,94.89,0.95,0.825
HPLXTCR02910,gdna,Healthy,5.81,38.76,92.63,97.1,55.27,4.84,38.43,93.89,97.83,55.91,83.29,107,95.2,94.87,0.94,0.826
HPLXTCR02909,gdna,Healthy,6.11,40.7,92.74,97.18,55.2,5.06,40.4,94.11,97.95,55.83,82.85,102,95.13,94.79,0.94,0.816
HPLXTCR02908,gdna,Healthy,5.88,39.23,92.74,97.14,55.37,4.78,38.94,94.21,97.98,56.12,81.29,106,95.11,94.84,0.95,0.819
HPLXTCR02907,gdna,Healthy,6.63,44.19,92.73,97.13,55.13,5.44,43.85,94.06,97.9,55.83,82.11,144,95.01,94.87,0.95,0.812
HPLXTCR02906,gdna,Healthy,6,39.99,92.78,97.17,55.0,4.94,39.66,94.19,97.97,55.58,82.27,110,95.1,94.74,0.94,0.821
HPLXTCR02905,gdna,Healthy,6.07,40.49,92.75,97.15,55.2,5.08,40.15,94.05,97.9,55.77,83.63,105,95.12,94.93,0.93,0.823
HPLXTCR02904,gdna,Healthy,7.89,52.6,92.26,96.76,54.41,5.56,52.21,95.05,98.3,55.33,70.43,104,95.19,94.47,0.99,0.817
HPLXTCR02903,gdna,Healthy,5.21,34.74,92.65,97.1,55.14,4.31,34.45,94.03,97.9,55.82,82.65,111,95.21,94.8,0.93,0.822
HPLXTCR02902,gdna,Healthy,6.47,43.15,92.7,97.13,55.61,5.27,42.83,94.23,98.0,56.42,81.49,100,95.21,94.8,0.94,0.826
HPLXTCR02901,gdna,Healthy,5.86,39.08,92.68,97.12,55.29,4.84,38.75,94.03,97.89,55.96,82.49,109,95.12,94.8,0.93,0.821
HPLXTCR02900,gdna,Healthy,6.4,42.65,92.68,97.09,55.19,5.16,42.31,94.23,97.97,55.93,80.58,113,95.03,94.78,0.96,0.817
HPLXTCR02899,gdna,Healthy,8.66,57.73,92.56,97.01,54.63,6.64,57.3,94.54,98.1,55.5,76.68,104,95.27,94.78,0.98,0.828
HPLXTCR02898,gdna,Healthy,6.78,45.2,92.44,96.93,54.95,5.47,44.86,94.42,98.08,55.61,80.74,109,95.14,94.85,0.96,0.82
HPLXTCR02897,gdna,Healthy,5.5,36.68,92.69,97.09,55.37,4.4,36.38,94.35,98.04,56.18,79.99,107,95.14,94.82,0.95,0.825
HPLXTCR02896,gdna,Healthy,5.39,35.95,92.77,97.17,55.78,4.42,35.67,94.17,97.96,56.6,81.96,139,95.31,94.8,0.94,0.821
HPLXTCR02895,gdna,Healthy,5.01,33.43,92.85,97.19,55.52,4.14,33.17,94.33,98.04,56.21,82.54,158,95.02,94.82,0.93,0.812
HPLXTCR02920,gdna,Healthy,5.53,36.87,92.65,97.08,54.86,4.54,36.57,94.02,97.88,55.46,82.01,163,95.16,94.81,0.95,0.819
HPLXTCR02922,gdna,Healthy,6.8,45.31,92.88,97.22,54.98,5.63,44.97,94.17,97.95,55.6,82.77,98,95.17,94.73,0.95,0.831
HPLXTCR02950,gdna,Healthy,5.41,36.09,92.32,96.92,55.7,4.4,35.81,93.96,97.87,56.57,81.37,102,95.14,94.91,0.95,0.826
HPLXTCR02923,gdna,Healthy,5.04,33.59,92.86,97.17,55.56,4.02,33.32,94.27,97.98,56.51,79.83,106,94.94,95.07,0.96,0.83
HPLXTCR02948,gdna,Healthy,6.01,40.04,92.33,96.9,55.08,4.83,39.71,93.98,97.85,55.8,80.38,103,95.23,94.85,0.95,0.829
HPLXTCR02947,gdna,Healthy,7.16,47.72,92.3,96.87,55.11,5.69,47.32,94.04,97.86,55.93,79.54,106,95.15,94.84,0.96,0.829
HPLXTCR02946,gdna,Healthy,6.09,40.57,92.29,96.86,55.33,5.0,40.27,94.12,97.94,56.0,82.1,116,95.12,94.91,0.94,0.827
HPLXTCR02945,gdna,Healthy,6.01,40.08,92.57,97.03,54.79,4.93,39.76,94.09,97.91,55.4,81.95,113,95.07,94.87,0.96,0.831
HPLXTCR02944,gdna,Healthy,5.46,36.43,91.65,96.44,55.19,4.47,36.14,93.44,97.65,55.79,81.87,108,95.28,94.65,0.96,0.823
HPLXTCR02943,gdna,Healthy,4.9,32.67,91.95,96.57,55.31,4.07,32.36,93.78,97.79,55.83,82.97,105,95.22,94.9,0.95,0.825
HPLXTCR02942,gdna,Healthy,4.51,30.08,91.69,96.45,55.04,3.67,29.8,93.53,97.68,55.62,81.41,99,95.01,94.83,0.95,0.821
HPLXTCR02941,gdna,Healthy,8.15,54.34,91.33,96.08,54.96,6.22,53.88,94.03,97.88,55.66,76.31,106,95.2,94.77,0.98,0.827
HPLXTCR02940,gdna,Healthy,4.71,31.42,91.9,96.57,55.24,3.9,31.15,93.64,97.73,55.83,82.77,145,95.1,94.74,0.95,0.828
HPLXTCR02939,gdna,Healthy,5.23,34.85,91.76,96.49,55.35,4.31,34.52,93.4,97.62,55.96,82.4,109,95.24,94.65,0.95,0.83
HPLXTCR02938,gdna,Healthy,8.14,54.24,91.91,96.44,55.25,6.38,53.8,94.16,97.94,55.94,78.45,116,94.99,94.92,0.96,0.8
HPLXTCR02937,gdna,Healthy,7.23,48.23,91.36,96.18,55.11,5.76,47.84,93.53,97.66,55.74,79.55,147,95.16,94.9,0.97,0.827
HPLXTCR02936,gdna,Healthy,5.63,37.51,91.8,96.55,55.43,4.72,37.18,93.39,97.63,55.99,83.85,105,95.16,94.71,0.94,0.828
HPLXTCR02935,gdna,Healthy,4.86,32.38,91.84,96.55,55.07,4.04,32.08,93.57,97.7,55.64,83.18,230,95.28,94.71,0.95,0.83
HPLXTCR02934,gdna,Healthy,5.38,35.86,91.89,96.63,56.07,4.44,35.55,93.54,97.72,56.85,82.63,115,94.92,94.69,0.95,0.82
HPLXTCR02933,gdna,Healthy,4.28,28.56,91.74,96.48,55.0,3.55,28.29,93.44,97.64,55.52,82.93,250,95.0,94.71,0.94,0.823
HPLXTCR02932,gdna,Healthy,5.42,36.11,91.62,96.4,55.74,4.45,35.79,93.44,97.63,56.42,82.2,144,95.11,94.7,0.95,0.824
HPLXTCR02931,gdna,Healthy,5.05,33.63,91.42,96.27,55.76,4.07,33.29,93.45,97.64,56.56,80.71,102,95.01,94.72,0.95,0.82
HPLXTCR02930,gdna,Healthy,6.93,46.21,91.26,96.07,55.42,5.55,45.84,93.88,97.85,56.06,80.05,106,95.22,94.74,0.95,0.826
HPLXTCR02929,gdna,Healthy,6.12,40.77,91.78,96.48,54.99,4.96,40.43,93.66,97.74,55.58,81.16,107,95.08,94.85,0.92,0.819
HPLXTCR02928,gdna,Healthy,6.01,40.06,92.73,97.13,55.34,4.83,39.75,94.22,97.97,56.2,80.39,102,95.24,94.86,0.95,0.822
HPLXTCR02927,gdna,Healthy,5.97,39.82,92.84,97.19,54.86,4.86,39.55,94.38,98.06,55.51,81.32,106,95.32,94.86,0.96,0.827
HPLXTCR02926,gdna,Healthy,6.17,41.17,92.74,97.16,54.97,5.01,40.86,94.14,97.94,55.67,81.12,108,95.25,94.89,0.95,0.828
HPLXTCR02925,gdna,Healthy,4.99,33.27,92.66,97.13,55.13,4.13,33.02,94.04,97.92,55.76,82.75,145,95.2,94.86,0.95,0.827
HPLXTCR02924,gdna,Healthy,5.62,37.5,92.73,97.11,54.94,4.43,37.22,94.44,98.06,55.75,78.76,106,95.15,94.92,0.97,0.829
HPLXTCR02894,gdna,Healthy,5.04,33.58,92.77,97.18,55.17,4.18,33.31,94.09,97.94,55.79,82.96,122,95.14,94.74,0.93,0.819
HPLXTCR02893,gdna,Healthy,5.54,36.93,92.87,97.23,55.21,4.64,36.63,94.17,97.99,55.8,83.79,119,95.09,94.75,0.94,0.825
HPLXTCR02892,gdna,Healthy,5.47,36.49,92.77,97.16,55.15,4.39,36.21,94.35,98.04,55.94,80.15,102,95.1,94.87,0.96,0.82
HPLXTCR02891,gdna,Healthy,7.8,51.99,92.81,97.15,55.04,6.16,51.57,94.32,98.0,55.87,78.94,102,95.09,94.9,0.96,0.824
HPLXTCR02764,gdna,Healthy,2.55,17.01,96.06,98.56,55.4,1.98,16.9,97.25,99.15,56.33,77.76,102,95.47,94.83,0.96,0.829
HPLXTCR02763,gdna,Healthy,2.32,15.44,96.25,98.61,55.13,1.79,15.35,97.37,99.18,56.05,77.23,102,95.5,94.92,0.97,0.839
HPLXTCR02762,gdna,Healthy,2.62,17.49,96.22,98.63,55.62,2.07,17.38,97.28,99.16,56.49,78.95,105,95.67,95.05,0.97,0.838
HPLXTCR02761,gdna,Healthy,3.02,20.11,96.02,98.51,55.01,2.29,19.98,97.34,99.17,55.92,75.86,104,95.61,95.02,0.98,0.842
HPLXTCR02760,gdna,Healthy,2.66,17.74,96.04,98.55,55.46,2.15,17.6,97.07,99.09,56.21,80.79,104,95.56,94.79,0.94,0.832
HPLXTCR02759,gdna,Healthy,2.65,17.67,96.02,98.53,55.31,2.11,17.54,97.11,99.09,56.17,79.5,104,95.39,94.88,0.97,0.834
HPLXTCR02757,gdna,Healthy,3.27,21.82,96.17,98.59,55.14,2.52,21.67,97.31,99.15,56.08,76.93,103,95.37,94.99,0.95,0.842
HPLXTCR02756,gdna,Healthy,2.24,14.92,96.21,98.61,55.12,1.76,14.83,97.34,99.18,55.96,78.46,102,95.38,95.03,0.97,0.838
HPLXTCR02755,gdna,Healthy,2.37,15.81,95.99,98.51,55.12,1.82,15.7,97.27,99.14,56.05,76.93,110,95.53,94.9,0.97,0.839
HPLXTCR02754,gdna,Healthy,3.14,20.95,95.21,98.05,54.93,2.5,20.81,97.14,99.12,55.66,79.43,110,95.57,94.85,0.96,0.834
HPLXTCR02753,gdna,Healthy,2.36,15.73,96.21,98.6,54.73,1.79,15.63,97.54,99.24,55.6,75.73,148,95.59,94.93,0.99,0.84
HPLXTCR02752,gdna,Healthy,2.92,19.48,95.13,97.82,55.53,2.33,19.31,96.71,98.93,56.33,79.86,117,95.41,94.8,0.94,0.831
HPLXTCR02751,gdna,Healthy,3.29,21.95,94.85,97.45,54.98,2.43,21.79,97.37,99.17,55.86,73.92,104,95.58,94.88,0.98,0.836
HPLXTCR02750,gdna,Healthy,2.78,18.55,95.08,97.68,55.43,2.12,18.41,97.08,99.07,56.34,76.03,110,95.52,95.07,0.97,0.837
HPLXTCR02748,gdna,Healthy,2.92,19.46,95.23,97.84,55.36,2.3,19.31,96.96,99.03,56.13,78.84,119,95.57,94.88,0.97,0.835
HPLXTCR02747,gdna,Healthy,2.87,19.14,95.27,97.94,54.79,2.29,18.99,96.64,98.91,55.45,79.83,104,95.33,94.92,0.97,0.832
HPLXTCR02746,gdna,Healthy,3.48,23.17,95.19,97.74,54.95,2.67,22.99,97.13,99.08,55.68,76.72,107,95.38,94.83,0.98,0.831
HPLXTCR02745,gdna,Healthy,3.37,22.48,95.1,97.79,55.01,2.66,22.3,96.83,98.98,55.67,78.89,104,95.53,95.01,0.96,0.837
HPLXTCR02744,gdna,Healthy,2.73,18.21,95.09,97.79,55.06,2.19,18.05,96.71,98.93,55.68,80.04,102,95.55,94.91,0.96,0.834
HPLXTCR02743,gdna,Healthy,3.7,24.65,94.96,97.61,55.06,2.85,24.44,96.95,99.02,55.85,77.13,107,95.39,94.88,0.96,0.829
HPLXTCR02742,gdna,Healthy,2.36,15.75,95.23,97.83,55.22,1.84,15.63,97.08,99.11,55.95,78.05,122,95.8,95.17,0.97,0.843
HPLXTCR02741,gdna,Healthy,2.48,16.53,95.16,97.75,54.88,1.94,16.39,97.02,99.05,55.57,78.09,140,95.57,94.9,0.97,0.833
HPLXTCR02740,gdna,Healthy,2.5,16.64,95.12,97.77,54.88,1.97,16.51,96.88,99.01,55.56,78.91,141,95.83,94.92,0.97,0.83
HPLXTCR02739,gdna,Healthy,3.21,21.37,94.8,97.45,55.14,2.4,21.21,97.14,99.08,56.07,75.02,107,95.44,94.83,0.97,0.835
HPLXTCR02738,gdna,Healthy,2.39,15.94,94.26,97.21,55.42,1.85,15.83,97.05,99.07,56.27,77.33,115,95.56,94.87,0.96,0.839
HPLXTCR02765,gdna,Healthy,2.6,17.34,96.2,98.63,54.99,2.07,17.23,97.21,99.13,55.76,79.52,101,95.61,95.19,0.97,0.842
HPLXTCR02766,gdna,Healthy,2.43,16.22,96.08,98.58,54.92,1.93,16.12,97.12,99.11,55.68,79.14,224,95.72,94.95,0.96,0.838
HPLXTCR02767,gdna,Healthy,3.02,20.14,95.97,98.52,55.66,2.4,20.01,97.16,99.13,56.56,79.35,102,95.52,94.92,0.95,0.834
HPLXTCR02781,gdna,Healthy,2.52,16.77,95.82,98.26,55.45,1.96,16.66,97.43,99.24,56.41,78.0,112,95.53,94.99,0.97,0.837
HPLXTCR02890,gdna,Healthy,7.78,51.88,92.83,97.17,54.97,6.13,51.49,94.49,98.09,55.75,78.74,105,95.31,94.92,0.96,0.831
HPLXTCR02889,gdna,Healthy,6.12,40.82,92.76,97.16,55.45,5.05,40.49,94.16,97.96,56.13,82.48,110,95.28,94.91,0.95,0.828
HPLXTCR02888,gdna,Healthy,7.22,48.12,92.65,97.09,55.31,5.84,47.75,94.1,97.92,56.05,80.97,144,95.22,94.92,0.95,0.828
HPLXTCR02887,gdna,Healthy,5.5,36.67,92.48,97.05,55.24,4.54,36.39,93.79,97.81,55.95,82.56,162,94.98,94.84,0.95,0.825
HPLXTCR02886,gdna,Healthy,7.23,48.22,92.62,97.05,54.63,5.49,47.89,94.67,98.17,55.52,75.96,104,95.27,94.73,0.99,0.827
HPLXTCR02885,gdna,Healthy,8.52,56.79,92.75,97.11,54.49,6.45,56.39,94.68,98.16,55.35,75.74,104,95.35,94.86,0.99,0.827
HPLXTCR02884,gdna,Healthy,8.24,54.94,92.81,97.17,55.07,6.6,54.54,94.38,98.04,55.83,80.14,168,95.05,94.99,0.96,0.825
HPLXTCR02883,gdna,Healthy,7.86,52.43,92.72,97.12,55.29,6.27,52.04,94.36,98.03,56.2,79.68,101,95.15,94.94,0.97,0.83
HPLXTCR02882,gdna,Healthy,6.62,44.15,92.59,97.01,55.29,5.38,43.85,94.47,98.11,55.99,81.28,111,95.26,94.84,0.95,0.82
HPLXTCR02881,gdna,Healthy,7.83,52.19,92.93,97.23,55.05,6.27,51.82,94.44,98.07,55.82,80.12,102,95.18,95.0,0.97,0.821
HPLXTCR02782,gdna,Healthy,2.07,13.79,95.91,98.31,55.38,1.64,13.69,97.35,99.22,56.24,79.35,112,95.6,94.99,0.96,0.839
HPLXTCR02780,gdna,Healthy,2.62,17.48,96.16,98.45,55.35,2.05,17.38,97.58,99.3,56.22,78.33,118,95.9,94.99,0.97,0.846
HPLXTCR02768,gdna,Healthy,2.72,18.1,96.0,98.51,54.93,2.16,17.96,97.11,99.07,55.67,79.46,144,95.67,94.76,0.96,0.838
HPLXTCR02779,gdna,Healthy,2.3,15.36,96.07,98.37,54.92,1.83,15.27,97.48,99.26,55.65,79.57,123,95.62,95.23,0.97,0.845
HPLXTCR02778,gdna,Healthy,male,13.35,95.94,98.31,55.27,1.58,13.26,97.45,99.25,56.11,78.81,96,95.69,94.98,0.95,0.838
HPLXTCR02777,gdna,Healthy,2.71,18.05,95.82,98.26,55.18,2.13,17.93,97.36,99.21,56.04,78.57,111,95.47,94.95,0.97,0.837
HPLXTCR02776,gdna,Healthy,2.99,19.9,95.66,98.16,55.07,2.34,19.74,97.26,99.17,55.86,78.39,111,95.44,94.75,0.95,0.826
HPLXTCR02775,gdna,Healthy,2.44,16.27,95.81,98.26,55.0,1.94,16.16,97.32,99.21,55.84,79.3,105,95.52,94.94,0.96,0.841
